stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Baseline,models/tflite/saved_model_original.tflite,817528,0.7796554565429688,204880,0.17065705958484445,0.1704247362281374,1.0,0.2912186165465978,1.0,0.00033756413718606535,3.078436851501465,2.644062042236328,4.271268844604492,32484.018618483722,1.0
Traditional+PTQ,models/tflite/saved_model_no_qat_ptq.tflite,193968,0.1849822998046875,170015,0.21571125944921976,0.17846231859156228,0.9999530367604758,0.302871032038847,0.9998235631423404,0.05465404498283245,1.255941390991211,1.0313987731933594,1.8117427825927734,79621.54979308251,4.2147570733316835
Traditional+QAT,models/tflite/saved_model_traditional_qat.tflite,175288,0.16716766357421875,170015,0.9681802087980013,0.8736110811452242,0.950794265788454,0.9105700198458433,0.9897080383388465,0.9717507040623433,1.124119758605957,1.0123252868652344,1.3356208801269531,88958.49328723832,4.663913103007622
QAT+PTQ,models/tflite/saved_model_qat_ptq.tflite,193944,0.18495941162109375,170015,0.9489587104853083,0.7875285566940746,0.9592124264731782,0.8649332500502874,0.9912309929120979,0.9468529377724625,1.2021780014038086,1.0044574737548828,1.8475055694580078,83182.3572576007,4.215278637132368
QAT+QAT,models/tflite/saved_model_pruned_qat.tflite,175288,0.16716766357421875,170015,0.9639234340649998,0.874972074527501,0.9196693787937492,0.8967641115760431,0.9833278506768035,0.973011747231974,1.1754751205444336,1.0285377502441406,1.6372203826904297,85071.98344928301,4.663913103007622
