stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821948,0.7838706970214844,205777,0.8241164287630003,0.0,0.0,0.0,2.2322893142700195,2.1429061889648438,2.3567676544189453,44797.06073972808,1.0
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70872,0.06758880615234375,61969,0.9017567124593975,0.6448819007104031,0.98242158544592,0.7786450464967939,0.5522251129150391,0.5421638488769531,0.5903244018554688,181085.5711941974,11.597640817247996
