stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,822012,0.7839317321777344,205777,0.7853419026370219,0.0,0.0,0.0,1.2164592742919922,1.1854171752929688,1.3141632080078125,82205.79357924032,1.0
Compressed,models/tflite/saved_model_pruned_quantized.tflite,76640,0.073089599609375,61969,0.7852827019206933,0.41304347826086957,0.00065500301646126,0.0013079319187017054,0.7096052169799805,0.6964206695556641,0.7588863372802734,140923.42841783422,10.72562630480167
