group,mean_f1,mean_acc,mean_size_kb,size_pct
QAT,0.7433978947996467,0.9274368984116578,234.94303385416666,100.00526529464173
PTQ,0.821512294686845,0.9321065028657706,66.72200520833333,28.400722176728227
QAT+PTQ,0.6367104301192689,0.8739070213864966,66.73307291666667,28.405433229828724
No Quantization,0.934734629486056,0.9757176222546712,234.9306640625,100.0
