group,mean_f1,mean_acc,mean_size_kb,size_pct
Direct,0.805879737691739,0.9462628419554787,99.85595703125,31.589540642155633
Progressive,0.8138367918220556,0.9498856423398994,36.5361328125,11.558245363633835
No Distillation,0.7325499073050675,0.8857275493935691,316.1044921875,100.0
