stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Baseline,models/tflite/saved_model_original.tflite,817528,0.7796554565429688,204880,0.17051503373613996,0.17039789050808665,0.9999765183802378,0.29117842631480884,0.9726027397260274,0.00017119324100150457,3.3768653869628906,2.740144729614258,4.385709762573242,29613.262164986303,1.0
Traditional+PTQ,models/tflite/saved_model_no_qat_ptq.tflite,193968,0.1849822998046875,170015,0.2182037130757798,0.17892947780634968,0.9999530367604758,0.30354352106777865,0.999832754944182,0.057658365803788435,1.158761978149414,1.0900497436523438,1.3644695281982422,86299.00004115056,4.2147570733316835
Traditional+QAT,models/tflite/saved_model_traditional_qat.tflite,175288,0.16716766357421875,170015,0.9565981008543555,0.8086333313884513,0.9763070456600096,0.8845947225369268,0.9949178366807279,0.9525505381736815,1.5285015106201172,1.1141300201416016,2.258777618408203,65423.553267820935,4.663913103007622
QAT+PTQ,models/tflite/saved_model_qat_ptq.tflite,193944,0.18495941162109375,170015,0.948756673714616,0.7826095209171665,0.9681706644124312,0.8655564944027795,0.9931287242643984,0.9447696848115428,1.4266729354858398,1.0409355163574219,2.145528793334961,70093.1499523722,4.215278637132368
QAT+QAT,models/tflite/saved_model_pruned_qat.tflite,175288,0.16716766357421875,170015,0.9658517850248746,0.8714762611275965,0.937891115729163,0.903464772643734,0.9870420948205122,0.9715939778557926,1.3553380966186523,1.0831356048583984,1.833200454711914,73782.32800323676,4.663913103007622
