stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821652,0.7835884094238281,205777,0.6467428554399977,0.02941118336528769,0.03151407332104962,0.03042633677538084,0.7901020366009832,0.7780454621472706,1.8812894821166992,1.867532730102539,1.9235610961914062,53155.03060564969,1.0
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70896,0.0676116943359375,61969,0.5863009208212892,0.2924412367112065,0.9525382807039837,0.4474956719001851,0.9804554294834338,0.5081382577212878,0.5041360855102539,0.49614906311035156,0.5383491516113281,198359.13927642468,11.589539607312119
