stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,215612,0.20562362670898438,53844,0.23205,0.028539217265260108,0.6131487889273356,0.05453985841797476,0.44388771057128906,0.42438507080078125,0.5033016204833984,225282.20002148458,1.0
Compressed,models/tflite/saved_model_pruned_quantized.tflite,21648,0.0206451416015625,18772,0.038475,0.03621009372024257,1.0,0.06988948272109502,0.6505250930786133,0.6244182586669922,0.7157325744628906,153721.97177936597,9.95990391722099
