stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821632,0.7835693359375,205777,0.47676891391245,0.24882566752112914,0.9645272009610434,0.39559658341046583,0.9798047894011783,0.3714855123465479,1.9240379333496094,1.880645751953125,2.1305084228515625,51974.0272614622,1.0
QAT+Prune only,models/tflite/saved_model_qat_pruned_float32.tflite,248228,0.23672866821289062,61969,0.6506653992395437,0.33626216636855677,0.9937017333104513,0.5024862669547786,0.9976478580767555,0.5766204612637709,0.7678508758544922,0.7512569427490234,0.8418560028076172,130233.62106439794,3.3099892034742253
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70920,0.06763458251953125,61969,0.6504399434532514,0.3361253323117287,0.9937703792689205,0.5023422454326214,0.9976722711707899,0.5763315231483882,0.5394935607910156,0.47397613525390625,0.5996227264404297,185359.0242177833,11.585335589396504
QAT+PTQ,models/tflite/saved_model_qat_ptq.tflite,70904,0.06761932373046875,61969,0.6504399434532514,0.3361253323117287,0.9937703792689205,0.5023422454326214,0.9976722711707899,0.5763315231483882,0.48720836639404297,0.47659873962402344,0.5469322204589844,205250.9909469048,11.587949904095678
noQAT+PTQ,models/tflite/saved_model_no_qat_ptq.tflite,70920,0.06763458251953125,61969,0.8224688017938968,0.0,0.0,0.0,0.8224688017938968,1.0,0.5304336547851562,0.4763603210449219,0.6058216094970703,188524.99101042788,11.585335589396504
