stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,215612,0.20562362670898438,53844,0.34681259643241685,0.22397667356026307,0.8288546065672671,0.35265688082814156,0.4615306854248047,0.4341602325439453,0.5314350128173828,216670.31718152703,1.0
Compressed,models/tflite/saved_model_pruned_quantized.tflite,21648,0.0206451416015625,18772,0.21618991589798237,0.2149346004306846,0.9995690769628545,0.353793873429769,0.6627559661865234,0.6296634674072266,0.7169246673583984,150885.09964745666,9.95990391722099
