stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821648,0.7835845947265625,205777,0.9372898083834565,0.743988684582744,0.9807195220136447,0.8461074451167127,1.536250114440918,1.4667510986328125,1.6546249389648438,65093.56716070458,1.0
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70896,0.0676116943359375,61969,0.9020018249194615,0.9497781797820563,0.4672020000847494,0.6263154157494852,0.4333972930908203,0.4076957702636719,0.49185752868652344,230735.1743866212,11.589483186639585
