stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821632,0.7835693359375,205777,0.8996173345032661,0.6395859058034927,0.9955894971683542,0.778833890477533,0.9989179858538229,0.8789015906413685,2.1713733673095703,2.0990371704101562,2.4666786193847656,46053.802402441965,1.0
QAT+Prune only,models/tflite/saved_model_qat_pruned_float32.tflite,248228,0.23672866821289062,61969,0.812119162523155,0.48509080694855294,0.9483954007207825,0.6418727822849941,0.9859683342588229,0.7827037198930188,0.8021354675292969,0.762939453125,0.8995532989501953,124667.22149566044,3.3099892034742253
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70920,0.06763458251953125,61969,0.8131001998635079,0.4864669794298087,0.948481208168869,0.6430960955544824,0.9860120309580501,0.7838779940286122,0.5337953567504883,0.5249977111816406,0.5843639373779297,187337.7104828264,11.585335589396504
QAT+PTQ,models/tflite/saved_model_qat_ptq.tflite,70904,0.06761932373046875,61969,0.8131001998635079,0.4864669794298087,0.948481208168869,0.6430960955544824,0.9860120309580501,0.7838779940286122,0.4709482192993164,0.46181678771972656,0.5216598510742188,212337.56897686428,11.587949904095678
noQAT+PTQ,models/tflite/saved_model_no_qat_ptq.tflite,70920,0.06763458251953125,61969,0.8224688017938968,0.0,0.0,0.0,0.8224688017938968,1.0,0.5337238311767578,0.48089027404785156,0.6363391876220703,187362.8160457429,11.585335589396504
