stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,215612,0.20562362670898438,53844,0.1293313649095154,0.13662187753629723,0.5745065931224683,0.22074821258854269,0.46226978302001953,0.43392181396484375,0.5030632019042969,216323.89499200578,1.0
Compressed,models/tflite/saved_model_pruned_quantized.tflite,21648,0.0206451416015625,18772,0.21466179740774863,0.21465889161048746,1.0,0.35344719919824785,0.680994987487793,0.6601810455322266,0.7278919219970703,146843.95896789554,9.95990391722099
