stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821648,0.7835845947265625,205777,0.9366268784566395,0.8093432272876353,0.8365396838849104,0.8227167593923861,0.9648872888799888,0.957972409367982,1.5970230102539062,1.550436019897461,1.7697811126708984,62616.50543413352,1.0
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70896,0.0676116943359375,61969,0.9220051768123498,0.9323256273463743,0.599834738760117,0.7300036099221289,0.9206891773292069,0.9907142566660793,0.4001617431640625,0.3726482391357422,0.4582405090332031,249898.95138226883,11.589483186639585
