stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821632,0.7835693359375,205777,0.9196402456858731,0.7169128648766289,0.9045134717693496,0.7998603818253559,0.9781552063948238,0.9229053838802166,1.9359350204467773,1.911163330078125,2.012491226196289,51654.626288501095,1.0
QAT+Prune only,models/tflite/saved_model_qat_pruned_float32.tflite,248228,0.23672866821289062,61969,0.788888076435605,0.45637753890480787,0.9894628453749785,0.6246451864531646,0.9969587399078707,0.7455936937404151,0.7492780685424805,0.7395744323730469,0.7863044738769531,133461.80036274542,3.3099892034742253
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70920,0.06763458251953125,61969,0.7884249780637613,0.45583748320290884,0.9896687832503861,0.6241801060720857,0.9970155765093152,0.744986182831149,0.4786491394042969,0.47087669372558594,0.5168914794921875,208921.2990635585,11.585335589396504
QAT+PTQ,models/tflite/saved_model_qat_ptq.tflite,70904,0.06761932373046875,61969,0.7884249780637613,0.45583748320290884,0.9896687832503861,0.6241801060720857,0.9970155765093152,0.744986182831149,0.4878520965576172,0.48065185546875,0.5259513854980469,204980.15834229303,11.587949904095678
noQAT+PTQ,models/tflite/saved_model_no_qat_ptq.tflite,70920,0.06763458251953125,61969,0.8224688017938968,0.0,0.0,0.0,0.8224688017938968,1.0,0.4792213439941406,0.4725456237792969,0.5207061767578125,208671.84079601988,11.585335589396504
