stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Keras,models/global_model.h5,884848,0.8438568115234375,208385,0.829622991384432,0.0,0.0,0.0,157.90841579437256,97.84674644470215,650.0005722045898,633.2784702888757,1.0
Original (TFLite),models/tflite/saved_model_original.tflite,821652,0.7835884094238281,205777,0.7835726102150592,0.38599514683306096,0.4575628426848884,0.418743083088891,2.2569894790649414,2.1593570709228516,2.4242401123046875,44306.80821845455,1.0769133404409652
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70896,0.0676116943359375,61969,0.9092134768527872,0.7106522659889877,0.7879727143578364,0.7473178444767361,0.5460977554321289,0.5352497100830078,0.5986690521240234,183117.3979480463,12.480929812683367
