stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821648,0.7835845947265625,205777,0.17037700861556804,0.17037700861556804,1.0,0.29114893297007943,0.0,0.0,1.2545585632324219,1.2066364288330078,1.4085769653320312,79709.3120486507,1.0
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70896,0.0676116943359375,61969,0.9449759856293846,0.8141397193410617,0.8773320183626266,0.8445554569754234,0.9744,0.958867809883878,0.4009723663330078,0.3788471221923828,0.4680156707763672,249393.74479724106,11.589483186639585
