stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,215612,0.20562362670898438,53844,0.3331326301386852,0.18478216695115013,0.85412043722776,0.30383257216483006,0.4601478576660156,0.4353523254394531,0.5254745483398438,217321.4507772021,1.0
Compressed,models/tflite/saved_model_pruned_quantized.tflite,21648,0.0206451416015625,18772,0.17096311528698224,0.17045845776920182,0.9998356286616651,0.29126087410070095,0.6652355194091797,0.621795654296875,0.7421970367431641,150322.70088165722,9.95990391722099
