tag,fl_qat,distillation,pruning,ptq,fl_acc,fl_f1,fl_prec,fl_rec,fl_size_kb,dist_acc,dist_f1,prune_acc,prune_f1,final_acc,final_f1,final_prec,final_rec,tflite_size_kb,final_size_kb
no_qat__distill_direct__prune_10x5__ptq_yes,False,direct,prune_10x5,True,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.969370425417426,0.91680431191863,0.9619730791003963,0.8748386926865239,0.9495528186129876,0.8279822927963877,0.9879545528534688,0.7125967149213953,34.9296875,374.3828125
no_qat__distill_direct__prune_10x5__ptq_no,False,direct,prune_10x5,False,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.969370425417426,0.91680431191863,0.9821787565336891,0.949038720047592,0.9821787565336891,0.949038720047592,,,102.30859375,374.3828125
no_qat__distill_direct__prune_10x2__ptq_yes,False,direct,prune_10x2,True,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.969370425417426,0.91680431191863,0.9820747376022436,0.9491923275368399,0.9523033192040952,0.8515299069726896,0.9065561816373882,0.8028013572376222,54.8125,585.328125
no_qat__distill_direct__prune_10x2__ptq_no,False,direct,prune_10x2,False,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.969370425417426,0.91680431191863,0.980016362978062,0.9436185703159392,0.980016362978062,0.9436185703159392,,,170.91796875,585.328125
no_qat__distill_direct__prune_5x10__ptq_yes,False,direct,prune_5x10,True,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.969370425417426,0.91680431191863,0.9838390587086849,0.9539435054014764,0.9670119961833054,0.9023698590398608,0.910090757105326,0.8947788618458902,34.6640625,371.703125
no_qat__distill_direct__prune_5x10__ptq_no,False,direct,prune_5x10,False,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.969370425417426,0.91680431191863,0.984947260401393,0.9547692178230319,0.984947260401393,0.9547692178230319,,,101.30859375,371.703125
no_qat__distill_direct__prune_none__ptq_yes,False,direct,prune_none,True,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.969370425417426,0.91680431191863,,,0.9432456707120696,0.8566187246687353,0.751989707643849,0.9950688598499524,74.9765625,297.140625
no_qat__distill_direct__prune_none__ptq_no,False,direct,prune_none,False,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.969370425417426,0.91680431191863,,,0.969370425417426,0.91680431191863,,,242.43359375,297.140625
no_qat__distill_progressive__prune_10x5__ptq_yes,False,progressive,prune_10x5,True,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.970378608906821,0.9190341841086543,0.9799823567889356,0.9435535274109758,0.9299772558605667,0.7420545734560487,0.996378675743064,0.5911615183215339,15.3515625,176.90625
no_qat__distill_progressive__prune_10x5__ptq_no,False,progressive,prune_10x5,False,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.970378608906821,0.9190341841086543,0.976839784840841,0.9348796922280842,0.976839784840841,0.9348796922280842,,,37.890625,176.90625
no_qat__distill_progressive__prune_10x2__ptq_yes,False,progressive,prune_10x2,True,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.970378608906821,0.9190341841086543,0.9810005420986619,0.9463868411248715,0.9566501103200783,0.8659014263172551,0.9154150094201382,0.8214692449485166,22.3359375,246.9140625
no_qat__distill_progressive__prune_10x2__ptq_no,False,progressive,prune_10x2,False,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.970378608906821,0.9190341841086543,0.9817606804438408,0.9482231888337441,0.9817606804438408,0.9482231888337441,,,60.12890625,246.9140625
no_qat__distill_progressive__prune_5x10__ptq_yes,False,progressive,prune_5x10,True,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.970378608906821,0.9190341841086543,0.9822207641790806,0.949720543977553,0.9622691329822027,0.8759552276105171,0.99570905285191,0.7819144564592065,15.0625,174.3203125
no_qat__distill_progressive__prune_5x10__ptq_no,False,progressive,prune_5x10,False,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.970378608906821,0.9190341841086543,0.9787021237865291,0.9375509557689261,0.9787021237865291,0.9375509557689261,,,36.9609375,174.3203125
no_qat__distill_progressive__prune_none__ptq_yes,False,progressive,prune_none,True,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.970378608906821,0.9190341841086543,,,0.9557239417573998,0.8837438941120856,0.7995666099584667,0.9877308536742865,29.09375,133.890625
no_qat__distill_progressive__prune_none__ptq_no,False,progressive,prune_none,False,0.9631612953557548,0.9010881591526753,0.8304376664389732,0.9848778368731875,850.7578125,0.970378608906821,0.9190341841086543,,,0.970378608906821,0.9190341841086543,,,82.44921875,133.890625
