stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821652,0.7835884094238281,205777,0.5362852757993861,0.26570933039017114,0.9279708579537032,0.41312659403448065,2.2008180618286133,2.1355152130126953,2.4518966674804688,45437.64963329687,1.0
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70896,0.0676116943359375,61969,0.9017567124593975,0.6448819007104031,0.98242158544592,0.7786450464967939,0.871729850769043,0.8509159088134766,0.9303092956542969,114714.43809315428,11.589539607312119
