stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821632,0.7835693359375,205777,0.6409068197328653,0.30160135832473284,0.7773468337051657,0.43458780072437697,0.9271283258162537,0.6114560258414397,1.9093036651611328,1.8851757049560547,1.9841194152832031,52375.11550660573,1.0
QAT+Prune only,models/tflite/saved_model_qat_pruned_float32.tflite,248228,0.23672866821289062,61969,0.8758134688505411,0.5888538167202899,0.9956753046164407,0.7400396691263226,0.998902902519406,0.8499411010764797,0.7457971572875977,0.7350444793701172,0.7863044738769531,134084.71596176593,3.3099892034742253
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70920,0.06763458251953125,61969,0.8745308082285269,0.5863483850103084,0.9956753046164407,0.7380579831825872,0.9989008880127008,0.848381576120376,0.47500133514404297,0.4687309265136719,0.5166530609130859,210525.72403754454,11.585335589396504
QAT+PTQ,models/tflite/saved_model_qat_ptq.tflite,70904,0.06761932373046875,61969,0.8745308082285269,0.5863483850103084,0.9956753046164407,0.7380579831825872,0.9989008880127008,0.848381576120376,0.4762411117553711,0.4658699035644531,0.5178451538085938,209977.67209011264,11.587949904095678
noQAT+PTQ,models/tflite/saved_model_no_qat_ptq.tflite,70920,0.06763458251953125,61969,0.8224688017938968,0.0,0.0,0.0,0.8224688017938968,1.0,0.4873514175415039,0.46539306640625,0.6000995635986328,205190.74409275476,11.585335589396504
