stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,822012,0.7839317321777344,205777,0.7853419026370219,0.0,0.0,0.0,1.6352653503417969,1.566171646118164,1.7764568328857422,61152.15489590016,1.0
Compressed,models/tflite/saved_model_pruned_quantized.tflite,76640,0.073089599609375,61969,0.21465809736297808,0.21465809736297808,1.0,0.3534461225409861,0.7513999938964844,0.6844997406005859,0.8337497711181641,133084.9092524432,10.72562630480167
