stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,822012,0.7839317321777344,205777,0.82421928828141,0.0,0.0,0.0,1.7277717590332031,1.6608238220214844,2.0143985748291016,57878.01512391676,1.0
Compressed,models/tflite/saved_model_pruned_quantized.tflite,76640,0.073089599609375,61969,0.8385542168674699,0.9956219417975792,0.08191025043434044,0.15136743603296726,0.6977319717407227,0.6659030914306641,0.759124755859375,143321.51033657952,10.72562630480167
