stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Keras,models/global_model.h5,868072,0.8278579711914062,204826,0.8295737057619187,0.5565415575598875,0.19696241633773812,0.2909547229123359,77.99303531646729,66.99609756469727,144.55032348632812,1282.16576767703,1.0
Original (TFLite),models/tflite/saved_model_original.tflite,821504,0.783447265625,205777,0.30131861167982843,0.19330431103110454,0.9251072593101081,0.31978786009206966,2.2214651107788086,2.203702926635742,2.295255661010742,45015.336731956,1.0566862729822375
QAT+Prune only,models/tflite/saved_model_qat_pruned_float32.tflite,248200,0.23670196533203125,61969,0.21437189236618895,0.184253822010732,0.9994165093530119,0.3111445927968071,0.8162736892700195,0.8037090301513672,0.86212158203125,122507.93001723282,3.4974697824335212
Compressed (QAT),models/tflite/saved_model_pruned_qat.tflite,66360,0.06328582763671875,62048,0.601183947548016,0.30281426298671327,0.9570791144671358,0.4600662434674289,0.5177974700927734,0.5087852478027344,0.5614757537841797,193125.70218252143,13.081253767329716
QAT+PTQ,models/tflite/saved_model_qat_ptq.tflite,70872,0.06758880615234375,61969,0.21399410158915863,0.18417357201594028,0.9993478633945426,0.3110268393644011,0.5198240280151367,0.5114078521728516,0.5638599395751953,192372.79273494473,12.248447906084207
noQAT+PTQ,models/tflite/saved_model_no_qat_ptq.tflite,70920,0.06763458251953125,61969,0.17759213220239836,0.17754201655068189,1.0,0.3015468052184623,0.5239009857177734,0.5161762237548828,0.5598068237304688,190875.7622644944,12.240157924421883
