stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821648,0.7835845947265625,205777,0.9010223273309622,0.882739420935412,0.5038560955972711,0.6415333567131566,0.9030612878521309,0.9857257113421627,1.5520095825195312,1.4910697937011719,1.7290115356445312,64432.591864323455,1.0
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70896,0.0676116943359375,61969,0.82421928828141,0.0,0.0,0.0,0.82421928828141,1.0,0.41260719299316406,0.40221214294433594,0.46324729919433594,242361.26199006126,11.589483186639585
