stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821632,0.7835693359375,205777,0.38737819232946924,0.19704917185602439,0.8075481288518965,0.3167969691179036,1.8746614456176758,1.8661022186279297,1.9063949584960938,53342.96506378054,1.0
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70896,0.0676116943359375,61969,0.8925112495157493,0.6454336633663367,0.8628883664781752,0.7384857986985917,0.5129098892211914,0.5047321319580078,0.5381107330322266,194966.02054571654,11.589257503949447
