stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Baseline,models/tflite/saved_model_original.tflite,817528,0.7796554565429688,204880,0.17753729160573267,0.17753227998123222,1.0,0.3015327613508171,1.0,7.408669625195404e-06,2.0185470581054688,1.8720626831054688,3.104686737060547,49540.58395540017,1.0
Traditional+PTQ,models/tflite/saved_model_no_qat_ptq.tflite,76720,0.0731658935546875,62048,0.17753119820610314,0.17753119820610314,1.0,0.3015312010018267,0.0,0.0,0.4757404327392578,0.4684925079345703,0.5214214324951172,210198.65691089508,10.65599582898853
Traditional+QAT,models/tflite/saved_model_traditional_qat.tflite,66600,0.06351470947265625,62048,0.9629765038510286,0.8686019374020909,0.9325210228247812,0.8994272850663754,0.9851994609773174,0.9695503678404469,0.48470497131347656,0.4754066467285156,0.5340576171875,206311.06738809642,12.275195195195195
QAT+PTQ,models/tflite/saved_model_qat_ptq.tflite,76688,0.0731353759765625,62048,0.9474992687920445,0.794517008755562,0.9499570962759567,0.8653118649366891,0.9887218917518197,0.9469687428228513,0.4803180694580078,0.4715919494628906,0.5395412445068359,208195.37377146826,10.66044231170457
QAT+QAT,models/tflite/saved_model_pruned_qat.tflite,66600,0.06351470947265625,62048,0.9606183581944038,0.84967148894167,0.9454436245066071,0.8950027618026448,0.987930262048856,0.9638938485816102,0.4810333251953125,0.47278404235839844,0.5242824554443359,207885.80491673274,12.275195195195195
