stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821648,0.7835845947265625,205777,0.9490400551200164,0.8007178106774339,0.9453790414848087,0.867055954451386,1.268625259399414,1.2273788452148438,1.4278888702392578,78825.4839315918,1.0
Compressed,models/tflite/saved_model_pruned_quantized.tflite,76416,0.0728759765625,61969,0.82421928828141,0.0,0.0,0.0,0.7244110107421875,0.6940364837646484,0.7779598236083984,138043.18062137967,10.752303182579565
