stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821948,0.7838706970214844,205777,0.8241164287630003,0.0,0.0,0.0,2.408766746520996,2.1927356719970703,2.847909927368164,41515.020142332556,1.0
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70872,0.06758880615234375,61969,0.9017567124593975,0.6448819007104031,0.98242158544592,0.7786450464967939,0.5454301834106445,0.5333423614501953,0.5779266357421875,183341.5220527167,11.597640817247996
