label,tag,fl_qat,distillation,pruning,ptq,fl_acc,fl_f1,dist_acc,dist_f1,prune_acc,prune_f1,final_acc,final_f1,final_prec,final_rec,tflite_size_kb,final_size_kb
most_compressed,no_qat__distill_progressive__prune_5x10__ptq_yes,False,progressive,prune_5x10,True,0.9383213636499091,0.8503353399497441,0.970401108561552,0.9199395465994962,0.9781081443514021,0.9348541784443485,0.9516494323092052,0.8554565701559019,0.9020031467956696,0.8134781964123091,14.375,174.3671875
most_accurate,no_qat__distill_progressive__prune_10x5__ptq_no,False,progressive,prune_10x5,False,0.9383213636499091,0.8503353399497441,0.976018416425783,0.9355103676249624,0.9762903418064786,0.9352893931537907,0.9762903418064786,0.9352893931537907,0.8993821367120288,0.9741830272994896,37.8671875,176.765625
